datetime,open,high,low,close,volume
08/31/2023,27305.4,27605.5,25663.0,25936.2,2375.02443369
09/01/2023,25936.3,26127.0,25333.3,25808.3,2544.98277665
09/02/2023,25808.3,25973.8,25754.1,25869.7,614.23333921
09/03/2023,25869.7,26119.0,25820.1,25969.4,619.21434504
09/04/2023,25969.4,26079.2,25630.8,25806.3,849.90782256
09/05/2023,25806.3,25868.8,25580.5,25788.7,941.71467932
09/06/2023,25788.8,26000.0,25385.2,25763.8,1152.75666178
09/07/2023,25763.7,26487.7,25609.0,26236.4,2170.1435956
09/08/2023,26236.5,26414.0,25650.0,25905.2,2181.02001657
09/09/2023,25905.3,25919.2,25803.7,25891.3,339.50872669
09/10/2023,25891.3,26040.7,25582.5,25830.0,961.69552118
09/11/2023,25830.0,25875.0,24925.0,25163.4,3265.83063715
09/12/2023,25163.4,26528.9,25140.1,25832.4,3632.51248271
09/13/2023,25832.4,27212.0,25780.0,26231.1,2898.11469839
09/14/2023,26231.2,26833.0,26154.6,26535.5,2586.89823298
09/15/2023,26535.5,26887.7,26220.9,26610.0,2739.20878369
09/16/2023,26610.1,26756.8,26480.5,26568.5,519.04251464
09/17/2023,26568.4,26603.2,26412.0,26539.8,402.86791697
09/18/2023,26539.9,27468.1,26405.7,26758.3,3044.11850614
09/19/2023,26758.3,27494.5,26691.2,27228.6,2891.06865242
09/20/2023,27228.6,27397.8,26826.7,27135.1,2185.3227888
09/21/2023,27135.1,27150.0,26358.2,26567.6,2525.1504168
09/22/2023,26567.6,26716.9,26490.0,26583.8,1377.78818382
09/23/2023,26583.8,26630.0,26500.0,26580.8,554.31605307
09/24/2023,26580.8,26711.0,26157.0,26252.3,722.68160905
09/25/2023,26252.4,26420.0,26000.0,26289.8,2938.53345591
09/26/2023,26289.8,26393.2,26094.3,26214.9,1256.88728531
09/27/2023,26214.9,26818.2,26100.1,26359.9,2024.3096072
09/28/2023,26359.9,27312.9,26329.9,27026.8,2519.55847133
09/29/2023,27027.3,27225.7,26692.0,26920.1,2046.27520387
09/30/2023,26920.1,27096.0,26888.3,26972.9,591.63366313
10/01/2023,26972.1,28087.9,26965.7,27981.1,1803.40971306
10/02/2023,27981.1,28572.5,27298.0,27500.9,5477.09708743
10/03/2023,27500.9,27658.2,27189.0,27428.2,2269.82042802
10/04/2023,27428.2,27826.3,27229.8,27800.0,1661.17320354
10/05/2023,27800.0,28116.4,27366.1,27413.8,2420.06613584
