lookback,range_mult,stop_mult,final_return,trade_count,win_rate,max_drawdown,risk_adjusted_return,final_equity
30,0.5,2.5,398.04717878924674,74,18.91891891891892,61.159000475843115,6.403693362861264,498047.1787892467
30,0.5,3.0,265.23714122802755,74,18.91891891891892,62.812685223121335,4.156495535341049,365237.1412280275
30,0.5,3.5,172.75952149331727,74,18.91891891891892,66.37131380305384,2.5642890384822263,272759.52149331727
30,0.6,2.0,977.4736957418681,50,16.0,60.43226927855401,15.911404661118452,1077473.695741868
30,0.6,2.5,754.4107105057278,48,16.666666666666664,65.2845324913314,11.381398980288328,854410.7105057278
30,0.6,3.0,508.15466922622966,46,17.391304347826086,67.4950601068283,7.418851351231553,608154.6692262297
30,0.6,3.5,486.4735604338084,46,17.391304347826086,67.9403775147636,7.056438881983639,586473.5604338084
30,0.7,2.0,391.66872342774377,44,13.636363636363635,60.43226927855401,6.375618677730911,491668.7234277438
30,0.7,2.5,294.95661057375185,42,14.285714285714285,65.28453249133138,4.449855788185969,394956.61057375185
30,0.7,3.0,112.8266291775306,38,13.157894736842104,67.49506010682829,1.6472228654381877,212826.62917753062
30,0.7,3.5,100.9767739838285,38,13.157894736842104,67.94037751476357,1.4646971430088895,200976.7739838285
35,0.4,2.0,1538.448147634725,106,17.92452830188679,65.20607083661409,23.237267039020743,1638448.147634725
35,0.4,2.5,1413.7502741266942,100,21.0,69.49853004512312,20.053613504023595,1513750.2741266943
35,0.4,3.0,893.3887134184035,100,21.0,73.29841925066239,12.024330025169933,993388.7134184034
35,0.4,3.5,341.2968415542525,100,20.0,82.30182909380281,4.097111015052647,441296.84155425255
35,0.5,2.0,3899.3367995276913,56,19.642857142857142,69.71248971051386,55.14353709635993,3999336.799527691
35,0.5,2.5,2924.439519791311,52,21.153846153846153,70.152939625923,41.10075472870352,3024439.5197913107
35,0.5,3.0,2224.4140100110903,50,22.0,70.59338954133214,31.070103319062667,2324414.0100110904
35,0.5,3.5,1882.457258895361,50,22.0,71.03383945674129,26.132957414075353,1982457.258895361
35,0.6,2.0,1985.664819914709,38,15.789473684210526,61.39793249933134,31.82260598035019,2085664.8199147088
35,0.6,2.5,16488.67574393508,34,20.588235294117645,70.60608073742097,230.2692114151443,16588675.743935078
35,0.6,3.0,14258.894789017128,32,21.875,70.60608073742097,199.1296638801445,14358894.78901713
35,0.6,3.5,14099.004175714334,32,21.875,70.60608073742097,196.89674438984156,14199004.175714333
35,0.7,2.0,513.0293761815233,30,16.666666666666664,75.08459122134529,6.742881415883779,613029.3761815232
35,0.7,2.5,392.165967882075,30,16.666666666666664,75.54706388376866,5.123200655710995,492165.96788207494
35,0.7,3.0,215.3516934805519,28,14.285714285714285,76.24899092649835,2.7877606024065336,315351.6934805519
35,0.7,3.5,211.8994707800506,28,14.285714285714285,76.83247638640488,2.722507115513845,311899.4707800506
