date,open,high,low,close,upper_boundary,lower_boundary,go_long,go_short,position_size,position_avg_price,equity,unrealized_pnl,total_equity
2017-09-25,3660.02,3979.87,3653.69,3920.75,4645.8150000000005,2674.225,False,False,-31.044019792914437,3189.02,99901.0,-22715.840603069282,77185.15939693071
2017-09-26,3928.0,3976.99,3850.05,3882.35,4913.795,2942.205,False,False,-31.044019792914437,3189.02,99901.0,-21523.750243021364,78377.24975697864
2017-09-27,3882.36,4249.94,3872.81,4193.0,4868.155000000001,2896.565,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-09-28,4192.11,4300.0,4101.0,4174.5,5151.305,3232.9149999999995,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-09-29,4178.98,4263.86,3952.01,4174.69,4983.789999999999,3374.1699999999996,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-09-30,4175.0,4380.0,4138.1,4378.51,4963.795,3386.205,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-01,4378.49,4406.52,4240.04,4378.48,5167.285,3589.6949999999997,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-02,4400.0,4561.63,4360.0,4380.0,5194.76,3605.24,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-03,4380.0,4467.33,4180.8,4310.0,5252.3150000000005,3507.685,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-04,4314.9,4373.0,4142.0,4208.59,5187.215,3442.5849999999996,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-05,4208.59,4355.0,4110.0,4292.43,5080.905000000001,3336.275,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-06,4318.99,4417.0,4292.0,4369.0,4864.475,3773.5049999999997,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-07,4369.0,4479.5,4312.56,4423.0,4900.305,3837.6949999999997,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-08,4425.0,4658.0,4425.0,4640.0,4953.04,3896.96,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-09,4640.0,4889.98,4550.0,4786.95,5216.225,4063.775,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-10,4786.95,4960.0,4680.59,4783.06,5479.164999999999,4094.735,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-11,4783.06,4881.61,4710.0,4821.43,5510.285,4055.8350000000005,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-12,4821.43,5439.99,4810.16,5430.0,5548.655000000001,4094.2050000000004,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-13,5439.99,5846.17,5379.84,5649.98,6388.53,4491.45,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-14,5650.0,5900.0,5580.01,5869.99,6761.705,4538.295,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-15,5855.03,5922.3,5400.01,5709.99,6978.1849999999995,4731.875,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-16,5710.0,5788.91,5585.19,5760.02,6746.125,4673.875,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-17,5760.0,5774.98,5508.63,5595.0,6784.745,4735.255,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-18,5595.0,5596.0,5037.95,5512.06,6580.145,4609.855,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-19,5513.0,5710.0,5490.26,5683.9,6498.145,4527.855,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-20,5683.31,6110.0,5600.0,6010.01,6589.460000000001,4777.16,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-21,6013.72,6171.0,5850.03,6024.97,7013.72,5013.72,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-22,6003.27,6060.0,5720.03,5950.02,7033.77,4972.77,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-23,5975.0,6080.0,5621.03,5915.93,7005.5,4944.5,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-24,5909.47,5925.0,5450.0,5477.03,6939.97,4878.97,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-25,5506.92,5704.96,5286.98,5689.99,6537.42,4476.42,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-26,5670.1,5939.99,5650.0,5861.77,6609.6,4730.6,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-27,5861.77,5980.0,5649.24,5768.83,6790.99,4932.550000000001,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-28,5768.79,5850.02,5630.03,5719.64,6641.79,4895.79,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-29,5709.98,6189.88,5648.01,6169.98,6520.48,4899.48,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-30,6133.01,6248.68,6030.0,6120.5,6887.655000000001,5378.365,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-10-31,6120.52,6498.01,6100.0,6463.0,6889.860000000001,5351.18,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-01,6463.0,6774.67,6338.02,6753.98,7306.925,5619.075,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-02,6753.98,7300.0,6685.1,7019.98,7622.34,5885.619999999999,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-03,7010.31,7346.34,6923.0,7115.04,8141.335000000001,5879.285,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-04,7115.02,7480.99,6901.0,7357.09,8269.215,5960.825000000001,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-05,7357.27,7590.25,7279.02,7345.01,8578.79,6135.75,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-06,7345.1,7401.0,6906.0,6960.12,8621.25,6068.950000000001,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-07,6981.72,7198.49,6901.0,7064.04,8257.87,5705.57,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-08,7070.0,7770.02,6651.0,7303.0,8221.635,5918.365,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-09,7303.01,7392.0,7015.0,7079.99,8544.53,6061.49,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-10,7079.0,7279.91,6255.01,6506.98,8320.52,5837.48,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-11,6503.0,6797.98,6100.0,6245.05,7744.52,5261.48,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-12,6245.05,6630.0,5325.01,5811.03,7486.570000000001,5003.53,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-13,5839.94,6697.47,5699.99,6465.99,7081.46,4598.419999999999,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-14,6465.99,6684.98,6311.07,6574.99,7707.51,5224.469999999999,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-15,6575.99,7298.0,6575.99,7240.06,7798.495,5353.485,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-16,7240.14,7940.0,7076.0,7864.5,8462.645,6017.635,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-17,7876.98,7989.0,7451.0,7699.19,9184.474999999999,6569.485,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-18,7680.01,7819.99,7422.0,7761.94,9012.005000000001,6348.015,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-19,7761.94,8123.15,7650.33,8038.0,9093.935,6429.945,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-20,8057.11,8319.99,7954.0,8212.0,9456.18,6658.04,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-21,8212.49,8400.0,7801.0,8119.51,9709.98,6715.0,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-22,8091.09,8322.68,8091.09,8205.92,9628.585,6553.595,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-23,8233.03,8260.0,8000.0,8019.99,9770.525000000001,6695.535000000001,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-24,8019.97,8369.0,7850.0,8138.0,9557.465,6482.475,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-25,8138.99,8734.78,8090.0,8700.01,9676.485,6601.495,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-26,8700.04,9350.0,8604.72,9128.02,10404.925000000001,6995.155000000001,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-27,9128.0,9654.28,9112.04,9650.0,11140.494999999999,7115.505,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-28,9650.0,9939.0,9570.5,9896.8,11814.635,7485.365,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-29,9896.79,11300.03,8520.0,9687.88,12203.785,7589.795000000001,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-11-30,9687.88,10900.0,8850.8,9838.96,12675.39,6700.369999999999,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-12-01,9837.0,10898.0,9380.0,10782.99,12824.51,6849.49,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-12-02,10775.04,11190.0,10620.0,10890.01,13762.550000000001,7787.530000000001,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-12-03,10902.69,11825.0,10500.0,11165.41,13702.710000000001,8102.67,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-12-04,11165.41,11600.0,10802.0,11579.0,13922.375,8408.445,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-12-05,11571.03,11853.0,11447.68,11699.99,14195.535,8946.525000000001,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-12-06,11699.99,13615.23,11665.58,13550.05,14088.49,9311.49,False,False,0.0,0.0,72438.43643269782,0.0,72438.43643269782
2017-12-07,13541.01,16649.96,13050.0,16599.0,16637.625,10444.395,True,False,4.320383882665874,16599.0,72366.72238062945,0.0,72366.72238062945
2017-12-08,16599.0,17204.99,14015.0,15880.0,21212.98,11985.02,False,False,4.320383882665874,16599.0,72366.72238062945,-3106.3560116367635,69260.36636899269
2017-12-09,15880.01,16269.3,12535.0,14656.07,20657.34,11102.68,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-10,14664.01,15720.12,12368.0,14899.98,19366.005,9962.015,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-11,14946.26,17470.0,14901.08,16587.97,19648.255,10244.265,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-12,16587.97,16976.45,15875.0,16349.99,21397.97,11777.970000000001,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-13,16349.99,16546.0,14666.56,16033.29,21159.989999999998,11539.99,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-14,16030.34,16445.0,15450.0,16334.98,20840.34,11220.34,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-15,16334.98,17991.0,16298.45,17539.83,21024.98,11644.98,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-16,17516.81,19539.0,17190.01,19102.66,22252.31,12781.310000000001,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-17,19120.19,19798.68,18510.0,18860.02,24629.69,13610.689999999999,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-18,18860.04,19300.0,17029.98,18856.25,24499.38,13220.7,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-19,18856.25,18950.0,16300.0,17295.2,24495.59,13216.91,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-20,17295.2,17720.35,14777.66,16488.98,22769.14,11821.26,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-21,16480.52,17309.5,14022.0,15492.64,21689.86,11271.18,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-22,15514.03,15699.34,10961.0,13326.61,20163.370000000003,10864.69,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-23,13326.61,14950.0,12978.18,13300.0,17975.95,8677.27,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-24,13300.0,13819.99,11640.0,13500.0,17798.34,8801.66,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-25,13500.0,14300.0,12708.0,13699.34,17918.84,9081.16,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-26,13699.34,16050.0,13533.0,15689.01,18118.18,9280.5,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-27,15709.98,16498.05,14200.15,15459.99,20128.82,11291.14,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-28,15459.97,15539.99,13150.0,14182.11,19878.809999999998,11041.13,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-29,14199.14,14981.0,13850.0,14378.9,18617.98,9780.3,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-30,14378.99,14398.85,11750.0,12440.01,18797.83,9960.15,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2017-12-31,12345.1,14050.11,12149.98,13716.36,16763.940000000002,7926.26,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2018-01-01,13715.65,13818.55,12750.0,13380.0,18134.489999999998,9296.81,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2018-01-02,13382.16,15473.49,12890.02,14675.11,17801.0,8963.32,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2018-01-03,14690.0,15307.56,14150.0,14919.51,19108.84,10271.16,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2018-01-04,14919.51,15280.0,13918.04,15059.54,19338.35,10500.67,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2018-01-05,15059.56,17176.24,14600.0,16960.39,19478.4,10640.72,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2018-01-06,16960.39,17143.13,16011.21,17069.79,21379.23,12541.55,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2018-01-07,17069.79,17099.96,15610.0,16150.03,21239.29,12900.29,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2018-01-08,16218.85,16322.3,12812.0,14902.54,20213.35,12224.35,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2018-01-09,14902.54,15500.0,14011.05,14400.0,18282.215,11522.865000000002,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2018-01-10,14401.0,14955.66,13131.31,14907.09,17575.25,11226.75,False,False,0.0,0.0,56954.65523616985,0.0,56954.65523616985
2018-01-11,14940.0,14968.68,11400.0,13238.78,18047.620000000003,11832.38,False,True,-4.259086462937533,13238.78,56898.27012748604,0.0,56898.27012748604
2018-01-12,13238.76,14109.78,12500.0,13740.01,16126.880000000001,10350.64,False,False,-4.259086462937533,13238.78,56898.27012748604,-2134.781907818178,54763.48821966786
2018-01-13,13749.95,14580.0,13706.15,14210.0,16638.07,10861.83,False,False,-4.259086462937533,13238.78,56898.27012748604,-4136.509954534187,52761.76017295185
2018-01-14,14210.0,14339.5,12569.2,13474.99,17098.120000000003,11321.88,False,False,-4.259086462937533,13238.78,56898.27012748604,-1006.0388134104709,55892.231314075565
2018-01-15,13477.98,14249.99,13147.79,13539.93,16366.1,10589.859999999999,False,False,-4.259086462937533,13238.78,56898.27012748604,-1282.6238883136364,55615.6462391724
2018-01-16,13500.0,13542.93,9035.0,10900.0,16388.120000000003,10611.88,False,True,-4.259086462937533,13238.78,56898.27012748604,9961.066237789046,66859.33636527508
2018-01-17,10899.99,11680.99,9037.94,10988.79,14970.61,6829.369999999999,False,False,-4.259086462937533,13238.78,56898.27012748604,9582.901950744817,66481.17207823085
2018-01-18,10972.59,11878.82,10435.33,10961.97,15043.210000000001,6901.969999999999,False,False,-4.259086462937533,13238.78,56898.27012748604,9697.13064968081,66595.40077716685
2018-01-19,10960.0,11795.0,10360.0,11474.98,15030.62,6889.379999999999,False,False,-4.259086462937533,13238.78,56898.27012748604,7512.176703329224,64410.446830815265
2018-01-20,11474.98,13099.0,11412.45,12799.94,15545.6,7404.359999999999,False,False,-4.259086462937533,13238.78,56898.27012748604,1869.0575033955074,58767.32763088155
2018-01-21,12799.8,12799.8,10965.0,11530.0,16870.42,8729.179999999998,False,False,-4.259086462937533,13238.78,56898.27012748604,7277.8417661384,64176.11189362444
2018-01-22,11530.0,11926.35,9900.24,10760.05,15600.62,7459.379999999999,False,False,-4.259086462937533,13238.78,56898.27012748604,10557.125388277156,67455.3955157632
2018-01-23,10760.05,11399.0,9905.0,10799.18,14830.67,6689.4299999999985,False,False,-4.259086462937533,13238.78,56898.27012748604,10390.467334982406,67288.73746246845
2018-01-24,10799.14,11570.48,10500.0,11349.99,14869.76,6728.519999999999,False,False,-4.259086462937533,13238.78,56898.27012748604,8044.519920331786,64942.79004781782
2018-01-25,11349.96,11794.05,10950.21,11175.27,15420.58,7279.339999999998,False,False,-4.259086462937533,13238.78,56898.27012748604,8788.66750713623,65686.93763462227
2018-01-26,11184.7,11643.0,10311.15,11089.0,15238.765000000001,7130.635,False,False,-4.259086462937533,13238.78,56898.27012748604,9156.098896293852,66054.36902377989
2018-01-27,11089.0,11650.0,10842.69,11491.0,15121.48,7056.52,False,False,-4.259086462937533,13238.78,56898.27012748604,7443.946138192964,64342.216265679
2018-01-28,11499.98,12244.0,11408.0,11879.95,15143.63,7856.33,False,False,-4.259086462937533,13238.78,56898.27012748604,5787.374458433407,62685.64458591944
2018-01-29,11879.95,11975.02,11139.55,11251.0,15112.45,8647.45,False,False,-4.259086462937533,13238.78,56898.27012748604,8466.126889297972,65364.39701678401
2018-01-30,11250.11,11308.42,9900.0,10237.51,14216.95,8283.27,False,False,-4.259086462937533,13238.78,56898.27012748604,12782.66842862053,69680.93855610657
2018-01-31,10230.0,10425.85,9700.0,10285.1,13196.84,7263.16,False,False,-4.259086462937533,13238.78,56898.27012748604,12579.978503849332,69478.24863133537
2018-02-01,10285.1,10335.0,8750.99,9224.52,13057.6,7512.6,False,False,-4.259086462937533,13238.78,56898.27012748604,17097.08042471162,73995.35055219766
2018-02-02,9224.52,9250.0,8010.02,8873.03,12139.025000000001,6310.015,False,False,-4.259086462937533,13238.78,56898.27012748604,18594.106725569534,75492.37685305557
2018-02-03,8873.03,9473.01,8229.0,9199.96,12037.77,5708.290000000001,False,False,-4.259086462937533,13238.78,56898.27012748604,17201.683588241372,74099.9537157274
2018-02-04,9199.96,9368.0,7930.0,8184.81,12319.945,6079.974999999999,False,False,-4.259086462937533,13238.78,56898.27012748604,21525.2952110924,78423.56533857844
2018-02-05,8179.99,8382.8,6625.0,6939.99,10986.455,5373.525,False,False,-4.259086462937533,13238.78,56898.27012748604,26827.091221886305,83725.36134937234
2018-02-06,6939.63,7878.0,6000.01,7652.14,10176.630000000001,3702.63,False,False,-4.259086462937533,13238.78,56898.27012748604,23793.98279730534,80692.25292479138
2018-02-07,7655.02,8476.0,7150.01,7599.0,11204.515,4105.525000000001,False,False,-4.259086462937533,13238.78,56898.27012748604,24020.31065194584,80918.58077943188
2018-02-08,7599.0,7844.0,7572.09,7784.02,11148.494999999999,4049.505,False,False,-4.259086462937533,13238.78,56898.27012748604,23232.294474573137,80130.56460205917
2018-02-09,7789.9,8738.0,7789.9,8683.92,11339.395,4240.405,False,False,-4.259086462937533,13238.78,56898.27012748604,19399.542566575652,76297.8126940617
2018-02-10,8683.93,9065.78,8120.0,8533.98,12083.825,5284.035000000001,False,False,-4.259086462937533,13238.78,56898.27012748604,20038.149990828508,76936.42011831455
2018-02-11,8533.99,8549.0,7726.53,8063.88,11655.985,5411.995,False,False,-4.259086462937533,13238.78,56898.27012748604,22040.34653705544,78938.61666454148
2018-02-12,8063.82,8989.0,8053.0,8903.0,11185.814999999999,4941.825,False,False,-4.259086462937533,13238.78,56898.27012748604,18466.461904275297,75364.73203176133
2018-02-13,8903.0,8950.0,8351.0,8539.9,12024.994999999999,5781.005,False,False,-4.259086462937533,13238.78,56898.27012748604,20012.936198967916,76911.20632645395
2018-02-14,8535.17,9489.6,8533.0,9449.99,11657.165,5413.175,False,False,-4.259086462937533,13238.78,56898.27012748604,16136.784199913098,73035.05432739914
2018-02-15,9449.98,10219.5,9301.5,10000.09,12571.974999999999,6327.985,False,False,-4.259086462937533,13238.78,56898.27012748604,13793.86073665116,70692.1308641372
2018-02-16,10000.89,10323.37,9666.0,10159.98,13122.884999999998,6878.8949999999995,False,False,-4.259086462937533,13238.78,56898.27012748604,13112.87540209208,70011.14552957812
2018-02-17,10156.07,11075.07,10050.0,11039.55,13278.064999999999,7034.075,False,False,-4.259086462937533,13238.78,56898.27012748604,9366.710721886117,66264.98084937215
2018-02-18,11039.55,11274.0,10080.0,10383.43,14027.055,8052.044999999999,False,False,-4.259086462937533,13238.78,56898.27012748604,12161.182531948685,69059.45265943473
2018-02-19,10375.01,11250.0,10270.33,11153.0,13029.215,7720.805,False,False,-4.259086462937533,13238.78,56898.27012748604,8883.517362665849,65781.78749015188
2018-02-20,11147.11,11786.01,11100.59,11200.99,13784.105,8510.115000000002,False,False,-4.259086462937533,13238.78,56898.27012748604,8679.123803309478,65577.39393079552
2018-02-21,11195.07,11304.03,10200.0,10437.6,14088.07,8302.07,False,False,-4.259086462937533,13238.78,56898.27012748604,11930.46781825136,68828.7379457374
2018-02-22,10439.02,10933.44,9679.0,9811.04,13332.02,7546.02,False,False,-4.259086462937533,13238.78,56898.27012748604,14599.041032469497,71497.31115995554
2018-02-23,9815.55,10435.0,9570.19,10131.04,12708.55,6922.549999999999,False,False,-4.259086462937533,13238.78,56898.27012748604,13236.133364329487,70134.40349181552
2018-02-24,10131.04,10496.97,9352.0,9694.51,13024.04,7238.040000000001,False,False,-4.259086462937533,13238.78,56898.27012748604,15095.35237799561,71993.62250548165
2018-02-25,9694.51,9847.0,9274.8,9590.0,12587.51,6801.51,False,False,-4.259086462937533,13238.78,56898.27012748604,15540.469504237213,72438.73963172325
2018-02-26,9590.0,10444.32,9350.0,10324.0,12483.0,6697.0,False,False,-4.259086462937533,13238.78,56898.27012748604,12414.300040441065,69312.5701679271
2018-02-27,10321.0,10870.0,10121.0,10569.04,12639.0,8003.0,False,False,-4.259086462937533,13238.78,56898.27012748604,11370.653493562848,68268.92362104889
2018-02-28,10584.33,11098.0,10300.0,10326.76,12691.29,8477.369999999999,False,False,-4.259086462937533,13238.78,56898.27012748604,12402.544961803356,69300.81508928939
2018-03-01,10325.64,11060.41,10240.0,10920.0,12355.38,8295.9,False,False,-4.259086462937533,13238.78,56898.27012748604,9875.884508530295,66774.15463601633
2018-03-02,10923.36,11200.0,10770.0,11039.0,12953.1,8893.62,False,False,-4.259086462937533,13238.78,56898.27012748604,9369.053219440728,66267.32334692677
2018-03-03,11038.99,11544.0,11015.01,11464.48,13068.73,9009.25,False,False,-4.259086462937533,13238.78,56898.27012748604,7556.897111190069,64455.167238676106
2018-03-04,11464.47,11565.0,11050.02,11515.0,13330.974999999999,9597.965,False,False,-4.259086462937533,13238.78,56898.27012748604,7341.7280630824625,64239.9981905685
2018-03-05,11515.0,11710.0,11415.01,11454.0,13232.505000000001,9797.494999999999,False,False,-4.259086462937533,13238.78,56898.27012748604,7601.532337321652,64499.80246480769
2018-03-06,11455.0,11455.0,10555.48,10716.48,13081.505000000001,9828.494999999999,False,False,-4.259086462937533,13238.78,56898.27012748604,10742.693785467343,67640.96391295338
2018-03-07,10716.48,10899.0,9389.31,9910.0,11972.085,9460.875,False,True,-4.259086462937533,13238.78,56898.27012748604,14177.561836097202,71075.83196358324
2018-03-08,9910.0,10099.0,9060.0,9271.64,11165.605,8654.395,False,False,-4.259086462937533,13238.78,56898.27012748604,16896.39227057801,73794.66239806404
2018-03-09,9267.07,9410.0,8329.0,9227.0,10630.075,7904.065,False,False,-4.259086462937533,13238.78,56898.27012748604,17086.517890283536,73984.78801776958
2018-03-10,9230.0,9490.0,8667.07,8770.22,10958.505000000001,7501.495,False,False,-4.259086462937533,13238.78,56898.27012748604,19031.983404824146,75930.25353231019
