date,open,high,low,close,upper_boundary,lower_boundary,go_long,go_short,position_size,position_avg_price,equity,unrealized_pnl,total_equity
2015-01-21,211.3780059814453,227.7879943847656,211.2120056152344,226.89700317382807,285.8405075073242,136.91550445556643,False,False,0.0,0.0,100000.0,0.0,100000.0
2015-01-22,227.32200622558597,237.0189971923828,226.4340057373047,233.406005859375,299.4865036010742,155.15750885009768,False,False,0.0,0.0,100000.0,0.0,100000.0
2015-01-23,233.5169982910156,234.84500122070312,225.1959991455078,232.8789978027344,305.33699798583984,161.69699859619138,False,False,0.0,0.0,100000.0,0.0,100000.0
2015-01-24,232.6999969482422,248.2100067138672,230.02200317382807,247.8470001220703,296.3219985961914,169.07799530029297,False,False,0.0,0.0,100000.0,0.0,100000.0
2015-01-25,247.3520050048828,255.07400512695312,243.88999938964844,253.71800231933597,310.97400665283203,183.7300033569336,False,False,0.0,0.0,100000.0,0.0,100000.0
2015-01-26,254.07899475097656,309.3840026855469,254.07899475097656,273.4729919433594,317.7009963989258,190.45699310302734,False,False,0.0,0.0,100000.0,0.0,100000.0
2015-01-27,273.1669921875,275.4800109863281,250.6529998779297,263.4750061035156,342.10399627685547,204.22998809814453,False,False,0.0,0.0,100000.0,0.0,100000.0
2015-01-28,263.3510131835937,266.5350036621094,227.04600524902344,233.9149932861328,332.28801727294916,194.41400909423822,False,False,0.0,0.0,100000.0,0.0,100000.0
2015-01-29,233.34800720214844,238.70599365234372,220.7120056152344,233.51300048828125,302.2850112915039,164.41100311279297,False,False,0.0,0.0,100000.0,0.0,100000.0
2015-01-30,232.77200317382807,242.8509979248047,225.8390045166016,226.4250030517578,301.70900726318354,163.8349990844726,False,False,0.0,0.0,100000.0,0.0,100000.0
2015-01-31,226.4409942626953,233.5039978027344,216.3090057373047,217.4640045166016,295.3779983520508,157.50399017333984,False,False,0.0,0.0,100000.0,0.0,100000.0
2015-02-01,216.86700439453125,231.57400512695312,212.01499938964844,226.9720001220703,285.8040084838867,147.93000030517578,False,False,0.0,0.0,100000.0,0.0,100000.0
2015-02-02,226.49099731445312,242.1750030517578,222.65899658203125,238.22900390625,295.4280014038086,157.55399322509766,False,False,0.0,0.0,100000.0,0.0,100000.0
2015-02-03,237.45399475097656,245.95700073242188,224.4830017089844,227.26800537109372,306.39099884033203,168.5169906616211,False,False,0.0,0.0,100000.0,0.0,100000.0
2015-02-04,227.5110015869141,230.05799865722656,221.11300659179688,226.85299682617188,293.75450134277344,161.26750183105472,False,False,0.0,0.0,100000.0,0.0,100000.0
