date,action,price,size,commission,equity,comment,pnl,net_pnl
2015-02-27,ENTRY_LONG,253.47,390.5787667179548,99.0,99901.0,Long,,
2015-03-18,CLOSE_Long,255.92,390.5787667179548,99.95691797845899,100757.96106048052,Reverse to Short,956.9179784589849,856.9610604805259
2015-03-18,ENTRY_SHORT,255.92,389.77173120457843,99.75038144987572,100658.21067903064,Short,,
2015-04-27,CLOSE_Short,228.96,389.77173120457843,89.24213557660029,111077.21441672946,Reverse to Long,10508.245873275426,10419.003737698826
2015-04-27,ENTRY_LONG,228.96,480.2866975566132,109.96644227256218,110967.2479744569,Long,,
2015-06-01,CLOSE_Long,223.14,480.2866975566132,107.17117369278266,108064.80822098462,Reverse to Short,-2795.2685797794993,-2902.439753472282
2015-06-01,ENTRY_SHORT,223.14,479.44859791509714,106.98416013877477,107957.82406084584,Short,,
2015-06-13,CLOSE_SHORT,232.12276033395776,479.44859791509714,111.29093198629816,103539.76128133615,Stop Loss: SL Short,-4306.771847523403,-4418.062779509702
2015-06-16,ENTRY_LONG,249.82,410.31287994765347,102.50436366852279,103437.25691766762,Long,,
2015-07-13,CLOSE_Long,290.35,410.31287994765347,119.1343446928012,119948.10359725323,Reverse to Short,16629.981024278408,16510.846679585607
2015-07-13,ENTRY_SHORT,290.35,408.98440696153153,118.7486225612807,119829.35497469195,Short,,
2015-10-04,CLOSE_Short,238.33,408.98440696153153,97.47325371114182,141007.2505711197,Reverse to Long,21275.368850138875,21177.895596427734
2015-10-04,ENTRY_LONG,238.33,585.7306174858745,139.59717806540849,140867.65339305426,Long,,
2015-12-26,CLOSE_Long,415.37,585.7306174858745,243.2949265851077,244322.10698616836,Reverse to Short,103697.74851969922,103454.45359311411
2015-12-26,ENTRY_SHORT,415.37,582.3215107405606,241.87888591630667,244080.22810025205,Short,,
2016-01-07,CLOSE_SHORT,448.8349432754474,582.3215107405606,261.36624224131236,224331.50553300502,Stop Loss: SL Short,-19487.3563250057,-19748.722567247012
2016-01-15,ENTRY_SHORT,372.26,596.5942902210148,222.08819047767497,224109.41734252736,Short,,
2016-01-20,CLOSE_SHORT,413.4622266338264,596.5942902210148,246.66920363180802,199281.7349847625,Stop Loss: SL Short,-24581.013154133052,-24827.68235776486
2016-05-27,ENTRY_LONG,474.05,416.1774446470095,197.28891763491487,199084.44606712757,Long,,
2016-07-31,CLOSE_Long,621.87,416.1774446470095,258.80826750263583,260344.98766734588,Reverse to Short,61519.34986772094,61260.541600218305
2016-07-31,ENTRY_SHORT,621.87,414.46208659474235,257.7415377906724,260087.24612955522,Short,,
2016-09-01,CLOSE_SHORT,665.9714742412705,414.46208659474235,276.0199268266137,241532.83716678736,Stop Loss: SL Short,-18278.38903594124,-18554.408962767855
2016-10-11,ENTRY_LONG,640.45,373.35858973396745,239.11750879511948,241293.71965799225,Long,,
2016-11-03,CLOSE_Long,684.87,373.35858973396745,255.70209735110228,257622.60611662397,Reverse to Short,16584.58855598282,16328.886458631718
2016-11-03,ENTRY_SHORT,684.87,372.40115650482244,255.04638005545775,257367.5597365685,Short,,
2016-11-09,CLOSE_SHORT,725.6969382174073,372.40115650482244,270.2503790641711,241893.31034879095,Stop Loss: SL Short,-15203.999008713392,-15474.249387777563
2016-12-21,ENTRY_LONG,829.21,288.79822631818604,239.47437724530306,241653.83597154566,Long,,
2017-01-05,CLOSE_Long,989.35,288.79822631818604,285.7225252078974,287616.26140893204,Reverse to Short,46248.14796259431,45962.42543738641
2017-01-05,ENTRY_SHORT,989.35,287.8052244350763,284.7400987948427,287331.5213101372,Short,,
2017-02-08,CLOSE_SHORT,1063.0843587726742,287.8052244350763,305.9612324699887,265804.42640252126,Stop Loss: SL Short,-21221.133675145942,-21527.09490761593
2017-02-09,ENTRY_SHORT,978.96,268.80197570737926,263.14638213849605,265541.2800203828,Short,,
2017-02-17,CLOSE_SHORT,1054.6766015326893,268.80197570737926,283.4991542243313,244905.00878032317,Stop Loss: SL Short,-20352.772085835266,-20636.271240059596
2017-03-10,ENTRY_LONG,1112.39,217.95949144861055,242.4559586925199,244662.55282163064,Long,,
2017-03-18,CLOSE_LONG,946.238634187774,217.95949144861055,206.24169149659505,208242.04393420918,Stop Loss: SL Long,-36214.26719592486,-36420.508887421456
2017-04-15,ENTRY_SHORT,1176.99,175.1583475601892,206.1596234948671,208035.88431071432,Short,,
2017-04-26,CLOSE_SHORT,1275.6349972710454,175.1583475601892,223.4381182119428,190533.95147542667,Stop Loss: SL Short,-17278.494717075693,-17501.932835287636
2017-06-12,ENTRY_SHORT,2656.77,70.99922536037083,188.6286119606724,190345.322863466,Short,,
2017-07-20,CLOSE_Short,2866.02,70.99922536037083,203.48519986733,175285.24975694108,Reverse to Long,-14856.587906657596,-15060.073106524926
2017-07-20,ENTRY_LONG,2866.02,60.54821573449302,173.5323972593717,175111.7173596817,Long,,
2017-07-26,CLOSE_LONG,2445.4471543118907,60.54821573449302,148.0674618665784,149498.71450502184,Stop Loss: SL Long,-25464.935392793283,-25613.002854659862
2017-08-05,ENTRY_LONG,3262.8,45.36095603775028,148.0037273599716,149350.71077766188,Long,,
2017-09-14,CLOSE_Long,3243.08,45.36095603775028,147.10920930690716,148309.08351529052,Reverse to Short,-894.518053064447,-1041.6272623713542
2017-09-14,ENTRY_SHORT,3243.08,45.27362651557706,146.82599268013763,148162.2575226104,Short,,
2017-09-18,CLOSE_SHORT,3979.8234558782447,45.27362651557706,180.18104073936482,114627.02842264385,Stop Loss: SL Short,-33355.04805922718,-33535.22909996654
2017-10-12,ENTRY_LONG,5432.62,20.888771557446944,113.48075813841741,114513.54766450543,Long,,
2017-12-22,CLOSE_Long,13664.97,20.888771557446944,285.44443666936576,286191.7817587844,Reverse to Short,171963.67853094832,171678.23409427895
2017-12-22,ENTRY_SHORT,13664.97,20.734027512771455,283.32986394119655,285908.4518948432,Short,,
2018-01-06,CLOSE_SHORT,17153.141392030677,20.734027512771455,355.65370555282294,213228.956577664,Stop Loss: SL Short,-72323.84161162637,-72679.49531717919
2018-01-16,ENTRY_SHORT,11282.49,18.710113371417776,211.09666701188735,213017.85991065213,Short,,
2018-07-17,CLOSE_Short,7326.7,18.710113371417776,137.08338763836662,286894.05589653447,Reverse to Long,74013.27937352072,73876.19598588235
2018-07-17,ENTRY_LONG,7326.7,38.76576294069214,284.0251153375691,286610.0307811969,Long,,
2018-08-08,CLOSE_LONG,6591.491999582961,38.76576294069214,255.5242162813019,257853.6075086484,Stop Loss: SL Long,-28500.8990562672,-28756.4232725485
2018-09-05,ENTRY_SHORT,6705.03,38.072174387521294,255.2750714335619,257598.33243721482,Short,,
2018-10-15,CLOSE_SHORT,7156.03867373967,38.072174387521294,272.4459523104633,240155.00560800292,Stop Loss: SL Short,-17170.88087690143,-17443.326829211892
2018-11-14,ENTRY_SHORT,5741.47,41.409857676156605,237.75345555192288,239917.252152451,Short,,
2019-02-08,CLOSE_Short,3660.03,41.409857676156605,151.5613213904635,325957.8249925199,Reverse to Long,86192.13416145941,86040.57284006895
2019-02-08,ENTRY_LONG,3660.03,88.168197184885,322.6982467425947,325635.1267457773,Long,,
2019-02-24,CLOSE_Long,3771.62,88.168197184885,332.53693586645596,335141.2789337722,Reverse to Short,9838.68912386129,9506.152187994834
2019-02-24,ENTRY_SHORT,3771.62,87.97012057005595,331.7898661444344,334809.48906762776,Short,,
2019-03-16,CLOSE_SHORT,3978.0741233533145,87.97012057005595,349.9516602680107,316297.74328378343,Stop Loss: SL Short,-18161.79412357629,-18511.7457838443
2019-04-02,ENTRY_LONG,4906.93,63.81480189261831,313.1347658509456,315984.6085179325,Long,,
2019-06-27,CLOSE_Long,11154.09,63.81480189261831,711.796043642435,713934.0902657794,Reverse to Short,398661.2777914894,397949.48174784693
2019-06-27,ENTRY_SHORT,11154.09,63.366419794274705,706.7947493631216,713227.2955164163,Short,,
2019-07-10,CLOSE_SHORT,13065.332442098872,63.366419794274705,827.9033402777935,591290.8012614667,Stop Loss: SL Short,-121108.59091467188,-121936.49425494968
2019-09-24,ENTRY_SHORT,8542.54,68.52503977140897,585.377893248852,590705.4233682179,Short,,
2019-10-25,CLOSE_Short,8671.1,68.52503977140897,594.1874723618643,581301.6567828438,Reverse to Long,-8809.579113012302,-9403.766585374166
2019-10-25,ENTRY_LONG,8671.1,66.368585325393,575.4886402150153,580726.1681426287,Long,,
2019-11-21,CLOSE_LONG,7959.703041162729,66.368585325393,528.2742304521988,532983.48414936,Stop Loss: SL Long,-47214.40976281652,-47742.683993268714
2019-12-18,ENTRY_LONG,7294.53,72.33552392105679,527.6536493078663,532455.8305000521,Long,,
2020-02-26,CLOSE_Long,8793.5,72.33552392105679,636.0824295998128,640248.5283623987,Reverse to Short,108428.78029194652,107792.6978623467
2020-02-26,ENTRY_SHORT,8793.5,72.08120123713819,633.8460430787748,639614.6823193199,Short,,
2020-04-29,CLOSE_Short,8784.96,72.08120123713819,633.2304696202094,639597.0253082649,Reverse to Long,615.5734585652231,-17.657011054986356
2020-04-29,ENTRY_LONG,8784.96,72.07785295040414,633.2010550551823,638963.8242532098,Long,,
2020-06-02,CLOSE_Long,9523.75,72.07785295040414,686.4514520364114,691527.7697824024,Reverse to Short,53250.39698122913,52563.94552919272
2020-06-02,ENTRY_SHORT,9523.75,71.88476094863665,684.6124920845784,690843.1572903178,Short,,
2020-07-21,CLOSE_Short,9392.83,71.88476094863665,675.2013391811828,699579.1088545321,Reverse to Long,9411.152903395516,8735.951564214332
2020-07-21,ENTRY_LONG,9392.83,73.73531914939234,692.5833177659869,698886.5255367662,Long,,
2020-09-02,CLOSE_Long,11397.9,73.73531914939234,840.4277941328589,845890.5741095054,Reverse to Short,147844.47636687208,147004.04857273924
2020-09-02,ENTRY_SHORT,11397.9,73.4724526771081,837.4316683684103,845053.142441137,Short,,
2020-10-10,CLOSE_Short,11301.57,73.4724526771081,830.3540670020245,851300.3897405207,Reverse to Long,7077.6013663858175,6247.247299383793
2020-10-10,ENTRY_LONG,11301.57,74.5725935284315,842.7873858431155,850457.6023546776,Long,,
2021-04-18,CLOSE_Long,56246.82,74.5725935284315,4194.471245126851,4197946.990393287,Reverse to Short,3351683.859283736,3347489.388038609
2021-04-18,ENTRY_SHORT,56246.82,73.88804416835217,4155.967520489355,4193791.022872797,Short,,
2021-07-21,CLOSE_Short,32139.48,73.88804416835217,2374.723317787871,5972660.502256492,Reverse to Long,1781244.202701483,1778869.479383695
2021-07-21,ENTRY_LONG,32139.48,183.9772733483531,5912.933897233927,5966747.568359259,Long,,
2021-09-07,CLOSE_Long,46856.31,183.9772733483531,8620.49615296517,8665689.327937536,Reverse to Short,2707562.2557312427,2698941.7595782774
2021-09-07,ENTRY_SHORT,46856.31,183.09236119229536,8579.03243465816,8657110.295502877,Short,,
2021-10-06,CLOSE_SHORT,52289.32665294624,183.09236119229536,9573.77628204315,7652792.671835844,Stop Loss: SL Short,-994743.8473849893,-1004317.6236670325
2021-11-08,ENTRY_LONG,67549.14,112.1593072112759,7576.264745117485,7645216.407090727,Long,,
2021-11-16,CLOSE_LONG,61790.841565130606,112.1593072112759,6930.41798194676,6992439.225938055,Stop Loss: SL Long,-645846.7631707255,-652777.1811526723
2021-12-04,ENTRY_SHORT,49243.39,140.57754418773106,6922.514833678674,6985516.711104376,Short,,
2022-02-28,CLOSE_Short,43189.46,140.57754418773106,6071.468221594243,7830491.854967212,Reverse to Long,851046.6120844308,844975.1438628365
2022-02-28,ENTRY_LONG,43189.46,179.4925645381429,7752.186936417541,7822739.668030795,Long,,
2022-03-06,CLOSE_LONG,38525.275877004104,179.4925645381429,6915.000566702918,6978638.29774947,Stop Loss: SL Long,-837186.3697146222,-844101.3702813251
2022-05-05,ENTRY_SHORT,36546.86,189.04091664159316,6908.851914771975,6971729.445834698,Short,,
2022-07-18,CLOSE_Short,22447.39,189.04091664159316,4243.475181811332,9632862.70361353,Reverse to Long,2665376.7329606437,2661133.257778832
2022-07-18,ENTRY_LONG,22447.39,424.8393277159347,9536.534076577396,9623326.169536954,Long,,
2022-08-19,CLOSE_Long,20833.43,424.8393277159347,8850.860395216985,8928801.627781328,Reverse to Short,-685673.6813604096,-694524.5417556266
2022-08-19,ENTRY_SHORT,20833.43,424.294684624832,8839.513611503513,8919962.114169825,Short,,
2022-10-25,CLOSE_Short,20087.18,424.294684624832,8522.883703102232,9228069.138868004,Reverse to Long,316629.9084012809,308107.02469817863
2022-10-25,ENTRY_LONG,20087.18,454.80691901398427,9135.788447479325,9218933.350420525,Long,,
2022-11-08,CLOSE_LONG,18505.82707269611,454.80691901398427,8416.578194738497,8491306.51948496,Stop Loss: SL Long,-719210.2527408279,-727626.8309355663
2022-11-09,ENTRY_SHORT,15820.02,531.3769169881018,8406.393454290112,8482900.126030669,Short,,
2022-11-10,CLOSE_SHORT,17934.44461588958,531.3769169881018,9529.949887885266,7349813.742547627,Stop Loss: SL Short,-1123556.4335951565,-1133086.3834830418
2023-01-11,ENTRY_LONG,17938.0,405.6369497782445,7276.31560512215,7342537.426942504,Long,,
2023-03-09,CLOSE_Long,20370.48,405.6369497782445,8263.019372718734,8320978.175166369,Reverse to Short,986703.767596584,978440.7482238653
2023-03-09,ENTRY_SHORT,20370.48,404.39736292000515,8237.768393414706,8312740.406772954,Short,,
2023-03-12,CLOSE_SHORT,22133.163083580468,404.39736292000515,8950.59278407835,7590965.423325231,Stop Loss: SL Short,-712824.3906636445,-721774.9834477229
2023-03-13,ENTRY_LONG,24207.1,310.44841261828054,7515.055769091979,7583450.367556139,Long,,
2023-06-05,CLOSE_Long,25740.46,310.44841261828054,7991.084947064346,8051488.460581441,Reverse to Short,476029.17797236686,468038.0930253025
2023-06-05,ENTRY_SHORT,25740.46,309.6670990330253,7970.973575975626,8043517.487005466,Short,,
2023-06-06,CLOSE_Short,27269.02,309.6670990330253,8444.318316873547,7561728.427790671,Reverse to Long,-473344.74089792155,-481789.0592147951
2023-06-06,ENTRY_LONG,27269.02,274.52805944301497,7486.111143512764,7554242.316647158,Long,,
2023-06-10,CLOSE_LONG,25469.494033888535,274.52805944301497,6992.090772118867,7053229.854481142,Stop Loss: SL Long,-494020.3713938972,-501012.4621660161
2023-06-20,ENTRY_LONG,28319.35,246.569838500401,6982.697555936331,7046247.156925206,Long,,
2023-07-24,CLOSE_Long,29181.04,246.569838500401,7195.164320073743,7251518.756742544,Reverse to Short,212466.7641374111,205271.59981733738
2023-07-24,ENTRY_SHORT,29181.04,246.0160285300016,7179.003569175118,7244339.753173368,Short,,
2023-08-29,CLOSE_Short,27724.41,246.0160285300016,6820.649241537461,7595873.431569487,Reverse to Long,358354.3276376565,351533.67839611904
2023-08-29,ENTRY_LONG,27724.41,271.23804247786666,7519.914697253791,7588353.516872233,Long,,
2023-08-31,CLOSE_LONG,26098.12209709315,271.23804247786666,7078.803549963903,7140163.56603238,Stop Loss: SL Long,-441111.1472898888,-448189.95083985274
2023-09-12,ENTRY_LONG,25840.34,273.5552988223861,7068.761930372056,7133094.804102008,Long,,
2024-01-03,CLOSE_Long,42854.08,273.5552988223861,11722.960660158438,11775570.573228233,Reverse to Short,4654198.729786383,4642475.769126224
2024-01-03,ENTRY_SHORT,42854.08,272.03512168493523,11657.81486749595,11763912.758360736,Short,,
2024-01-08,CLOSE_SHORT,46511.56430927364,272.03512168493523,12652.779056629946,10756295.79017011,Stop Loss: SL Short,-994964.1891339963,-1007616.9681906262
2024-01-12,ENTRY_SHORT,42776.42,248.9393182568436,10648.73283226841,10745647.057337843,Short,,
2024-02-08,CLOSE_SHORT,45557.744305916785,248.9393182568436,11341.113808834523,10041924.966962894,Stop Loss: SL Short,-692380.9765661136,-703722.0903749482
2024-02-09,ENTRY_LONG,47154.23,210.82956327127525,9941.505717293267,10031983.461245602,Long,,
2024-04-13,CLOSE_Long,64021.36,210.82956327127525,13497.595368833092,13574575.517416593,Reverse to Short,3556089.6515398244,3542592.056170991
2024-04-13,ENTRY_SHORT,64021.36,209.91165701950766,13438.829762242427,13561136.68765435,Short,,
2024-05-15,CLOSE_Short,66245.16,209.91165701950766,13905.63130512241,13080429.513469245,Reverse to Long,-466801.54287998175,-480707.17418510414
2024-05-15,ENTRY_LONG,66245.16,195.4803221599065,12949.625218334551,13067479.888250912,Long,,
2024-06-11,CLOSE_Long,67319.41,195.4803221599065,13159.619954414831,13264315.004376777,Reverse to Short,209994.73608027957,196835.11612586473
2024-06-11,ENTRY_SHORT,67319.41,195.0651655196177,13131.671854333008,13251183.332522444,Short,,
2024-06-12,CLOSE_Short,68247.0,195.0651655196177,13312.612351217349,13056930.223286886,Reverse to Long,-180940.4968843415,-194253.10923555883
2024-06-12,ENTRY_LONG,68247.0,189.40555513141993,12926.360921054016,13044003.862365833,Long,,
2024-06-18,CLOSE_LONG,64209.376686970536,189.40555513141993,12161.612636038108,12267093.964713886,Stop Loss: SL Long,-764748.2850159085,-776909.8976519466
2024-06-24,ENTRY_SHORT,60270.95,201.49712299319572,12144.423025066748,12254949.54168882,Short,,
2024-07-16,CLOSE_SHORT,65239.355976340994,201.49712299319572,13145.54253516166,11240684.489058748,Stop Loss: SL Short,-1001119.5100949105,-1014265.0526300722
2024-08-05,ENTRY_SHORT,54031.82,205.9578530608105,11128.277644168162,11229556.21141458,Short,,
2024-08-08,CLOSE_SHORT,60975.958444373064,205.9578530608105,12558.477489528275,9786797.888564939,Stop Loss: SL Short,-1430199.8453601126,-1442758.3228496409
2024-10-14,ENTRY_LONG,66068.25,146.65031856722842,9688.92990967929,9777108.958655259,Long,,
2025-01-13,CLOSE_Long,94517.66,146.65031856722842,13861.044949228984,13935362.953255724,Reverse to Short,4172115.0395496944,4158253.9946004655
2025-01-13,ENTRY_SHORT,94517.66,145.9622394769736,13796.009323723169,13921566.943932,Short,,
2025-01-17,CLOSE_SHORT,102240.06050236258,145.9622394769736,14923.188195186116,12779464.884273866,Stop Loss: SL Short,-1127178.871462948,-1142102.0596581341
2025-01-20,ENTRY_LONG,102148.74,123.85537242486913,12651.670235431127,12766813.214038435,Long,,
2025-02-03,CLOSE_LONG,92823.21308200728,123.85537242486913,11496.653625944997,11600299.95092636,Stop Loss: SL Long,-1155016.6094861312,-1166513.2631120763
