bar_index,date,open,high,low,close,upper_boundary,lower_boundary,go_long_signal,go_short_signal,pending_signal,action_executed,execution_price,reason,position_size,position_avg_price,equity,unrealized_pnl,total_equity
14,2015-01-15,176.897003,229.067001,176.897003,209.843994,,,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
15,2015-01-16,209.070007,221.591003,199.770996,208.097000,,,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
16,2015-01-17,207.834000,211.731003,194.875000,199.259995,,,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
17,2015-01-18,200.050003,218.695007,194.505997,210.339005,,,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
18,2015-01-19,211.470993,216.727997,207.317993,214.860992,,,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
19,2015-01-20,212.906998,215.240997,205.153000,211.315002,,,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
20,2015-01-21,211.378006,227.787994,211.212006,226.897003,285.840508,136.915504,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
21,2015-01-22,227.322006,237.018997,226.434006,233.406006,299.486504,155.157509,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
22,2015-01-23,233.516998,234.845001,225.195999,232.878998,305.336998,161.696999,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
23,2015-01-24,232.699997,248.210007,230.022003,247.847000,296.321999,169.077995,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
24,2015-01-25,247.352005,255.074005,243.889999,253.718002,310.974007,183.730003,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
25,2015-01-26,254.078995,309.384003,254.078995,273.472992,317.700996,190.456993,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
26,2015-01-27,273.166992,275.480011,250.653000,263.475006,342.103996,204.229988,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
27,2015-01-28,263.351013,266.535004,227.046005,233.914993,332.288017,194.414009,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
28,2015-01-29,233.348007,238.705994,220.712006,233.513000,302.285011,164.411003,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
29,2015-01-30,232.772003,242.850998,225.839005,226.425003,301.709007,163.834999,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
30,2015-01-31,226.440994,233.503998,216.309006,217.464005,295.377998,157.503990,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
31,2015-02-01,216.867004,231.574005,212.014999,226.972000,285.804008,147.930000,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
32,2015-02-02,226.490997,242.175003,222.658997,238.229004,295.428001,157.553993,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
33,2015-02-03,237.453995,245.957001,224.483002,227.268005,306.390999,168.516991,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
34,2015-02-04,227.511002,230.057999,221.113007,226.852997,293.754501,161.267502,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
35,2015-02-05,227.664993,239.404999,214.725006,217.110992,285.103996,170.225990,False,False,,HOLD,,,0.000000,0.000000,100000.000000,0.000000,100000.000000
