date,action,price,size,commission,equity,comment,pnl,net_pnl
2017-09-14,ENTRY_SHORT,3189.02,31.044019792914437,99.0,99901.0,Short,,
2017-09-18,CLOSE_SHORT,4065.958287110223,31.044019792914437,126.22368954221425,72551.08676824355,Stop Loss: SL Short,-27223.689542214244,-27349.913231756458
2017-10-12,ENTRY_LONG,5430.0,13.227546206364847,71.82557590056112,72479.261192343,Long,,
2017-12-22,CLOSE_Long,13326.61,13.227546206364847,176.27834954920385,176755.7564914365,Reverse to Short,104452.77364864273,104276.49529909353
2017-12-22,ENTRY_SHORT,13326.61,13.130736093164138,174.98819892652213,176580.76829250998,Short,,
2018-07-17,CLOSE_Short,7317.44,13.130736093164138,96.08337351756299,255389.51032795158,Reverse to Long,78904.82540895916,78808.7420354416
2018-07-17,ENTRY_LONG,7317.44,34.5524685169502,252.83561522467204,255136.6747127269,Long,,
2018-08-08,CLOSE_LONG,6555.290908799872,34.5524685169502,226.50148274575744,228576.04075106655,Stop Loss: SL Long,-26334.132478914602,-26560.63396166036
2018-09-05,ENTRY_SHORT,6700.0,33.77466870799341,226.29028034355588,228349.750470723,Short,,
2018-10-15,CLOSE_SHORT,7224.954776997152,33.77466870799341,244.02045402331325,210375.5563369423,Stop Loss: SL Short,-17730.17367975738,-17974.194133780693
2018-11-14,ENTRY_SHORT,5922.41,35.16673124177031,208.2718007735729,210167.28453616874,Short,,
2019-02-08,CLOSE_Short,3659.04,35.16673124177031,128.67647628288722,289633.9325505715,Reverse to Long,79595.32449068566,79466.64801440277
2019-02-08,ENTRY_LONG,3659.04,78.36415923987325,286.7375932250658,289347.1949573464,Long,,
2019-02-24,CLOSE_Long,3743.56,78.36415923987325,293.3609319640199,295677.1727643365,Reverse to Short,6623.338738954085,6329.977806990065
2019-02-24,ENTRY_SHORT,3743.56,78.19305715326938,292.72040103669315,295384.45236329985,Short,,
2019-03-16,CLOSE_SHORT,3961.2006768642327,78.19305715326938,309.7383909216143,278056.72408745706,Stop Loss: SL Short,-17017.989884921186,-17327.7282758428
2019-04-02,ENTRY_LONG,4857.29,56.672786028131426,275.27615684658247,277781.44793061045,Long,,
2019-09-24,CLOSE_Long,8493.14,56.672786028131426,481.32990592696416,483353.8671050651,Reverse to Short,206053.74908038162,205572.41917445464
2019-09-24,ENTRY_SHORT,8493.14,56.34198052004494,478.52032843401446,482875.3467766311,Short,,
2019-10-25,CLOSE_Short,8655.02,56.34198052004494,487.64096824059936,473267.06600180554,Reverse to Long,-9120.639806584933,-9608.280774825533
2019-10-25,ENTRY_LONG,8655.02,54.13440931872918,468.5343953417875,472798.5316064638,Long,,
2019-11-21,CLOSE_LONG,7923.744539041185,54.13440931872918,428.94723021350063,432782.4192479634,Stop Loss: SL Long,-39587.165128286884,-40016.11235850039
2019-12-18,ENTRY_LONG,7277.83,58.87120131350743,428.45459505548376,432353.9646529079,Long,,
2020-02-26,CLOSE_Long,8785.25,58.87120131350743,517.1982213394912,520580.3927155758,Reverse to Short,88743.62628400738,88226.42806266788
2020-02-26,ENTRY_SHORT,8785.25,58.66362241124841,515.37458878842,520065.0181267874,Short,,
